FeeID,StudentID,Term,AmountDue,AmountPaid,PaymentStatus,PaymentMode
2193,731,Term 3,8667,8667,Paid,Cash
2194,732,Term 1,8667,0,Pending,
2195,732,Term 2,8667,8667,Paid,Cash
2196,732,Term 3,8667,8667,Paid,Razorpay (Online)
2197,733,Term 1,8667,1329,Overdue,
2198,733,Term 2,8667,3124,Overdue,
2199,733,Term 3,8667,8667,Paid,Razorpay (Online)
2200,734,Term 1,8667,0,Pending,
2201,734,Term 2,8667,0,Pending,
2202,734,Term 3,8667,8667,Paid,Bank Transfer
2203,735,Term 1,8667,8667,Paid,Razorpay (Online)
2204,735,Term 2,8667,475,Overdue,
2205,735,Term 3,8667,8667,Paid,Cash
2206,736,Term 1,8667,8667,Paid,Razorpay (Online)
2207,736,Term 2,8667,0,Pending,
2208,736,Term 3,8667,1545,Overdue,
2209,737,Term 1,8667,8667,Paid,Cash
2210,737,Term 2,8667,8667,Paid,Cash
2211,737,Term 3,8667,0,Pending,
2212,738,Term 1,8667,8667,Paid,Bank Transfer
2213,738,Term 2,8667,8667,Paid,Razorpay (Online)
2214,738,Term 3,8667,8667,Paid,Razorpay (Online)
2215,739,Term 1,8667,8667,Paid,Razorpay (Online)
2216,739,Term 2,8667,1358,Overdue,
2217,739,Term 3,8667,8667,Paid,Bank Transfer
2218,740,Term 1,8667,8667,Paid,Bank Transfer
2219,740,Term 2,8667,0,Pending,
2220,740,Term 3,8667,8667,Paid,Bank Transfer
2221,741,Term 1,8667,253,Overdue,
2222,741,Term 2,8667,8667,Paid,Razorpay (Online)
2223,741,Term 3,8667,8667,Paid,Cash
2224,742,Term 1,8667,2812,Overdue,
2225,742,Term 2,8667,8667,Paid,Razorpay (Online)
2226,742,Term 3,8667,8667,Paid,Razorpay (Online)
2227,743,Term 1,8667,8667,Paid,Razorpay (Online)
2228,743,Term 2,8667,8667,Paid,Bank Transfer
2229,743,Term 3,8667,0,Pending,
2230,744,Term 1,8667,8667,Paid,Bank Transfer
2231,744,Term 2,8667,8667,Paid,Cash
2232,744,Term 3,8667,0,Pending,
2233,745,Term 1,8667,8667,Paid,Razorpay (Online)
2234,745,Term 2,8667,8667,Paid,Cash
2235,745,Term 3,8667,8667,Paid,Razorpay (Online)
2236,746,Term 1,8667,8667,Paid,Razorpay (Online)
2237,746,Term 2,8667,970,Overdue,
2238,746,Term 3,8667,938,Overdue,
2239,747,Term 1,8667,8667,Paid,Razorpay (Online)
2240,747,Term 2,8667,8667,Paid,Razorpay (Online)
2241,747,Term 3,8667,8667,Paid,Cash
2242,748,Term 1,8667,0,Pending,
2243,748,Term 2,8667,8667,Paid,Bank Transfer
2244,748,Term 3,8667,8667,Paid,Cash
2245,749,Term 1,8667,1726,Overdue,
2246,749,Term 2,8667,8667,Paid,Cash
2247,749,Term 3,8667,1635,Overdue,
2248,750,Term 1,8667,8667,Paid,Razorpay (Online)
2249,750,Term 2,8667,8667,Paid,Cash
2250,750,Term 3,8667,8667,Paid,Razorpay (Online)
2251,751,Term 1,8667,0,Pending,
2252,751,Term 2,8667,8667,Paid,Cash
2253,751,Term 3,8667,0,Pending,
2254,752,Term 1,8667,8667,Paid,Bank Transfer
2255,752,Term 2,8667,8667,Paid,Razorpay (Online)
2256,752,Term 3,8667,8667,Paid,Razorpay (Online)
2257,753,Term 1,8667,0,Pending,
2258,753,Term 2,8667,8667,Paid,Razorpay (Online)
2259,753,Term 3,8667,3331,Overdue,
2260,754,Term 1,8667,8667,Paid,Razorpay (Online)
2261,754,Term 2,8667,8667,Paid,Bank Transfer
2262,754,Term 3,8667,8667,Paid,Cash
2263,755,Term 1,8667,8667,Paid,Cash
2264,755,Term 2,8667,8667,Paid,Cash
2265,755,Term 3,8667,8667,Paid,Razorpay (Online)
2266,756,Term 1,8667,8667,Paid,Razorpay (Online)
2267,756,Term 2,8667,8667,Paid,Cash
2268,756,Term 3,8667,8667,Paid,Cash
2269,757,Term 1,8667,8667,Paid,Cash
2270,757,Term 2,8667,2045,Overdue,
2271,757,Term 3,8667,8667,Paid,Razorpay (Online)
2272,758,Term 1,8667,0,Pending,
2273,758,Term 2,8667,792,Overdue,
2274,758,Term 3,8667,8667,Paid,Cash
2275,759,Term 1,8667,8667,Paid,Razorpay (Online)
2276,759,Term 2,8667,8667,Paid,Razorpay (Online)
2277,759,Term 3,8667,2296,Overdue,
2278,760,Term 1,8667,3853,Overdue,
2279,760,Term 2,8667,0,Pending,
2280,760,Term 3,8667,8667,Paid,Razorpay (Online)
2281,761,Term 1,8667,8667,Paid,Razorpay (Online)
2282,761,Term 2,8667,8667,Paid,Razorpay (Online)
2283,761,Term 3,8667,90,Overdue,
2284,762,Term 1,8667,1177,Overdue,
2285,762,Term 2,8667,0,Pending,
2286,762,Term 3,8667,8667,Paid,Razorpay (Online)
2287,763,Term 1,8667,3709,Overdue,
2288,763,Term 2,8667,2582,Overdue,
2289,763,Term 3,8667,8667,Paid,Cash
2290,764,Term 1,8667,8667,Paid,Razorpay (Online)
2291,764,Term 2,8667,8667,Paid,Razorpay (Online)
2292,764,Term 3,8667,8667,Paid,Bank Transfer
2293,765,Term 1,8667,8667,Paid,Razorpay (Online)
2294,765,Term 2,8667,8667,Paid,Razorpay (Online)
2295,765,Term 3,8667,8667,Paid,Razorpay (Online)
2296,766,Term 1,8667,8667,Paid,Cash
2297,766,Term 2,8667,8667,Paid,Razorpay (Online)
2298,766,Term 3,8667,8667,Paid,Razorpay (Online)
2299,767,Term 1,8667,8667,Paid,Cash
2300,767,Term 2,8667,8667,Paid,Razorpay (Online)
2301,767,Term 3,8667,8667,Paid,Bank Transfer
2302,768,Term 1,8667,0,Pending,
2303,768,Term 2,8667,8667,Paid,Bank Transfer
2304,768,Term 3,8667,0,Pending,
2305,769,Term 1,8667,8667,Paid,Razorpay (Online)
2306,769,Term 2,8667,8667,Paid,Razorpay (Online)
2307,769,Term 3,8667,8667,Paid,Cash
2308,770,Term 1,8667,1351,Overdue,
2309,770,Term 2,8667,8667,Paid,Razorpay (Online)
2310,770,Term 3,8667,8667,Paid,Razorpay (Online)
2311,771,Term 1,8667,590,Overdue,
2312,771,Term 2,8667,8667,Paid,Bank Transfer
2313,771,Term 3,8667,8667,Paid,Cash
2314,772,Term 1,8667,8667,Paid,Razorpay (Online)
2315,772,Term 2,8667,8667,Paid,Bank Transfer
2316,772,Term 3,8667,398,Overdue,
2317,773,Term 1,8667,8667,Paid,Bank Transfer
2318,773,Term 2,8667,8667,Paid,Razorpay (Online)
2319,773,Term 3,8667,2413,Overdue,
2320,774,Term 1,8667,3868,Overdue,
2321,774,Term 2,8667,8667,Paid,Razorpay (Online)
2322,774,Term 3,8667,8667,Paid,Razorpay (Online)
2323,775,Term 1,8667,8667,Paid,Cash
2324,775,Term 2,8667,8667,Paid,Razorpay (Online)
2325,775,Term 3,8667,8667,Paid,Razorpay (Online)
2326,776,Term 1,8667,8667,Paid,Razorpay (Online)
2327,776,Term 2,8667,8667,Paid,Razorpay (Online)
2328,776,Term 3,8667,8667,Paid,Razorpay (Online)
2329,777,Term 1,8667,0,Pending,
2330,777,Term 2,8667,8667,Paid,Cash
2331,777,Term 3,8667,8667,Paid,Cash
2332,778,Term 1,8667,8667,Paid,Razorpay (Online)
2333,778,Term 2,8667,8667,Paid,Cash
2334,778,Term 3,8667,8667,Paid,Razorpay (Online)
2335,779,Term 1,8667,8667,Paid,Razorpay (Online)
2336,779,Term 2,8667,8667,Paid,Razorpay (Online)
2337,779,Term 3,8667,8667,Paid,Razorpay (Online)
2338,780,Term 1,8667,0,Pending,
2339,780,Term 2,8667,8667,Paid,Razorpay (Online)
2340,780,Term 3,8667,8667,Paid,Razorpay (Online)
2341,781,Term 1,8667,4247,Overdue,
2342,781,Term 2,8667,8667,Paid,Bank Transfer
2343,781,Term 3,8667,8667,Paid,Bank Transfer
2344,782,Term 1,8667,8667,Paid,Razorpay (Online)
2345,782,Term 2,8667,8667,Paid,Razorpay (Online)
2346,782,Term 3,8667,8667,Paid,Bank Transfer
2347,783,Term 1,8667,8667,Paid,Razorpay (Online)
2348,783,Term 2,8667,8667,Paid,Bank Transfer
2349,783,Term 3,8667,8667,Paid,Razorpay (Online)
2350,784,Term 1,8667,8667,Paid,Razorpay (Online)
2351,784,Term 2,8667,8667,Paid,Razorpay (Online)
2352,784,Term 3,8667,8667,Paid,Cash
2353,785,Term 1,8667,0,Pending,
2354,785,Term 2,8667,8667,Paid,Razorpay (Online)
2355,785,Term 3,8667,8667,Paid,Razorpay (Online)
2356,786,Term 1,8667,8667,Paid,Cash
2357,786,Term 2,8667,8667,Paid,Bank Transfer
2358,786,Term 3,8667,8667,Paid,Razorpay (Online)
2359,787,Term 1,8667,8667,Paid,Cash
2360,787,Term 2,8667,8667,Paid,Razorpay (Online)
2361,787,Term 3,8667,8667,Paid,Cash
2362,788,Term 1,8667,8667,Paid,Razorpay (Online)
2363,788,Term 2,8667,8667,Paid,Bank Transfer
2364,788,Term 3,8667,0,Pending,
2365,789,Term 1,8667,2207,Overdue,
2366,789,Term 2,8667,8667,Paid,Cash
2367,789,Term 3,8667,8667,Paid,Razorpay (Online)
2368,790,Term 1,8667,8667,Paid,Razorpay (Online)
2369,790,Term 2,8667,8667,Paid,Bank Transfer
2370,790,Term 3,8667,8667,Paid,Razorpay (Online)
2371,791,Term 1,8667,8667,Paid,Razorpay (Online)
2372,791,Term 2,8667,0,Pending,
2373,791,Term 3,8667,8667,Paid,Cash
2374,792,Term 1,8667,0,Pending,
2375,792,Term 2,8667,8667,Paid,Cash
2376,792,Term 3,8667,8667,Paid,Razorpay (Online)
2377,793,Term 1,8667,8667,Paid,Cash
2378,793,Term 2,8667,0,Pending,
2379,793,Term 3,8667,8667,Paid,Razorpay (Online)
2380,794,Term 1,8667,3205,Overdue,
2381,794,Term 2,8667,8667,Paid,Bank Transfer
2382,794,Term 3,8667,8667,Paid,Cash
2383,795,Term 1,8667,8667,Paid,Razorpay (Online)
2384,795,Term 2,8667,8667,Paid,Cash
2385,795,Term 3,8667,0,Pending,
2386,796,Term 1,8667,0,Pending,
2387,796,Term 2,8667,8667,Paid,Bank Transfer
2388,796,Term 3,8667,0,Pending,
2389,797,Term 1,8667,0,Pending,
2390,797,Term 2,8667,8667,Paid,Razorpay (Online)
2391,797,Term 3,8667,8667,Paid,Razorpay (Online)
2392,798,Term 1,8667,0,Pending,
2393,798,Term 2,8667,8667,Paid,Cash
2394,798,Term 3,8667,8667,Paid,Cash
2395,799,Term 1,8667,8667,Paid,Razorpay (Online)
2396,799,Term 2,8667,0,Pending,
2397,799,Term 3,8667,8667,Paid,Razorpay (Online)
2398,800,Term 1,8667,0,Pending,
2399,800,Term 2,8667,8667,Paid,Cash
2400,800,Term 3,8667,8667,Paid,Cash
2401,801,Term 1,8667,8667,Paid,Razorpay (Online)
2402,801,Term 2,8667,8667,Paid,Razorpay (Online)
2403,801,Term 3,8667,8667,Paid,Razorpay (Online)
2404,802,Term 1,8667,8667,Paid,Cash
2405,802,Term 2,8667,0,Pending,
2406,802,Term 3,8667,8667,Paid,Razorpay (Online)
2407,803,Term 1,8667,8667,Paid,Cash
2408,803,Term 2,8667,8667,Paid,Bank Transfer
2409,803,Term 3,8667,0,Pending,
2410,804,Term 1,8667,8667,Paid,Razorpay (Online)
2411,804,Term 2,8667,0,Pending,
2412,804,Term 3,8667,3232,Overdue,
2413,805,Term 1,8667,8667,Paid,Cash
2414,805,Term 2,8667,8667,Paid,Razorpay (Online)
2415,805,Term 3,8667,2041,Overdue,
2416,806,Term 1,8667,8667,Paid,Razorpay (Online)
2417,806,Term 2,8667,8667,Paid,Razorpay (Online)
2418,806,Term 3,8667,8667,Paid,Bank Transfer
2419,807,Term 1,8667,8667,Paid,Bank Transfer
2420,807,Term 2,8667,8667,Paid,Razorpay (Online)
2421,807,Term 3,8667,8667,Paid,Bank Transfer
2422,808,Term 1,8667,8667,Paid,Cash
2423,808,Term 2,8667,8667,Paid,Bank Transfer
2424,808,Term 3,8667,0,Pending,
2425,809,Term 1,8667,0,Pending,
2426,809,Term 2,8667,8667,Paid,Razorpay (Online)
2427,809,Term 3,8667,8667,Paid,Bank Transfer
2428,810,Term 1,8667,8667,Paid,Razorpay (Online)
2429,810,Term 2,8667,8667,Paid,Razorpay (Online)
2430,810,Term 3,8667,8667,Paid,Bank Transfer
2431,811,Term 1,8667,8667,Paid,Bank Transfer
2432,811,Term 2,8667,0,Pending,
2433,811,Term 3,8667,0,Pending,
2434,812,Term 1,8667,8667,Paid,Razorpay (Online)
2435,812,Term 2,8667,8667,Paid,Razorpay (Online)
2436,812,Term 3,8667,8667,Paid,Razorpay (Online)
2437,813,Term 1,8667,8667,Paid,Razorpay (Online)
2438,813,Term 2,8667,8667,Paid,Cash
2439,813,Term 3,8667,8667,Paid,Razorpay (Online)
2440,814,Term 1,8667,0,Pending,
2441,814,Term 2,8667,8667,Paid,Razorpay (Online)
2442,814,Term 3,8667,3194,Overdue,
2443,815,Term 1,8667,8667,Paid,Bank Transfer
2444,815,Term 2,8667,0,Pending,
2445,815,Term 3,8667,8667,Paid,Bank Transfer
2446,816,Term 1,8667,8667,Paid,Cash
2447,816,Term 2,8667,0,Pending,
2448,816,Term 3,8667,8667,Paid,Razorpay (Online)
2449,817,Term 1,8667,8667,Paid,Cash
2450,817,Term 2,8667,8667,Paid,Cash
2451,817,Term 3,8667,3724,Overdue,
2452,818,Term 1,8667,8667,Paid,Cash
2453,818,Term 2,8667,8667,Paid,Razorpay (Online)
2454,818,Term 3,8667,8667,Paid,Cash
2455,819,Term 1,8667,8667,Paid,Razorpay (Online)
2456,819,Term 2,8667,8667,Paid,Cash
2457,819,Term 3,8667,8667,Paid,Cash
2458,820,Term 1,8667,8667,Paid,Bank Transfer
2459,820,Term 2,8667,8667,Paid,Cash
2460,820,Term 3,8667,0,Pending,
2461,821,Term 1,8667,8667,Paid,Cash
2462,821,Term 2,8667,8667,Paid,Cash
2463,821,Term 3,8667,8667,Paid,Cash
2464,822,Term 1,8667,4235,Overdue,
2465,822,Term 2,8667,8667,Paid,Bank Transfer
2466,822,Term 3,8667,8667,Paid,Razorpay (Online)
2467,823,Term 1,8667,8667,Paid,Razorpay (Online)
2468,823,Term 2,8667,8667,Paid,Bank Transfer
2469,823,Term 3,8667,0,Pending,
2470,824,Term 1,8667,8667,Paid,Cash
2471,824,Term 2,8667,8667,Paid,Razorpay (Online)
2472,824,Term 3,8667,8667,Paid,Razorpay (Online)
2473,825,Term 1,8667,8667,Paid,Bank Transfer
2474,825,Term 2,8667,0,Pending,
2475,825,Term 3,8667,8667,Paid,Razorpay (Online)
2476,826,Term 1,8667,8667,Paid,Razorpay (Online)
2477,826,Term 2,8667,8667,Paid,Razorpay (Online)
2478,826,Term 3,8667,8667,Paid,Razorpay (Online)
2479,827,Term 1,8667,8667,Paid,Razorpay (Online)
2480,827,Term 2,8667,8667,Paid,Cash
2481,827,Term 3,8667,8667,Paid,Cash
2482,828,Term 1,8667,0,Pending,
2483,828,Term 2,8667,0,Pending,
2484,828,Term 3,8667,8667,Paid,Cash
2485,829,Term 1,8667,0,Pending,
2486,829,Term 2,8667,4070,Overdue,
2487,829,Term 3,8667,8667,Paid,Cash
2488,830,Term 1,8667,1017,Overdue,
2489,830,Term 2,8667,0,Pending,
2490,830,Term 3,8667,8667,Paid,Cash
2491,831,Term 1,8667,0,Pending,
2492,831,Term 2,8667,4139,Overdue,
2493,831,Term 3,8667,8667,Paid,Razorpay (Online)
2494,832,Term 1,8667,8667,Paid,Cash
2495,832,Term 2,8667,8667,Paid,Razorpay (Online)
2496,832,Term 3,8667,8667,Paid,Bank Transfer
2497,833,Term 1,8667,0,Pending,
2498,833,Term 2,8667,3464,Overdue,
2499,833,Term 3,8667,8667,Paid,Cash
2500,834,Term 1,8667,2610,Overdue,
2501,834,Term 2,8667,8667,Paid,Cash
2502,834,Term 3,8667,0,Pending,
2503,835,Term 1,8667,8667,Paid,Razorpay (Online)
2504,835,Term 2,8667,8667,Paid,Razorpay (Online)
2505,835,Term 3,8667,8667,Paid,Bank Transfer
2506,836,Term 1,8667,8667,Paid,Bank Transfer
2507,836,Term 2,8667,8667,Paid,Razorpay (Online)
2508,836,Term 3,8667,3171,Overdue,
2509,837,Term 1,8667,0,Pending,
2510,837,Term 2,8667,8667,Paid,Bank Transfer
2511,837,Term 3,8667,0,Pending,
2512,838,Term 1,8667,0,Pending,
2513,838,Term 2,8667,0,Pending,
2514,838,Term 3,8667,0,Pending,
2515,839,Term 1,8667,1643,Overdue,
2516,839,Term 2,8667,8667,Paid,Razorpay (Online)
2517,839,Term 3,8667,0,Pending,
2518,840,Term 1,8667,0,Pending,
2519,840,Term 2,8667,8667,Paid,Razorpay (Online)
2520,840,Term 3,8667,8667,Paid,Cash
2521,841,Term 1,8667,8667,Paid,Bank Transfer
2522,841,Term 2,8667,8667,Paid,Razorpay (Online)
2523,841,Term 3,8667,8667,Paid,Razorpay (Online)
2524,842,Term 1,8667,8667,Paid,Razorpay (Online)
2525,842,Term 2,8667,0,Pending,
2526,842,Term 3,8667,8667,Paid,Razorpay (Online)
2527,843,Term 1,8667,8667,Paid,Cash
2528,843,Term 2,8667,8667,Paid,Bank Transfer
2529,843,Term 3,8667,8667,Paid,Cash
2530,844,Term 1,8667,8667,Paid,Cash
2531,844,Term 2,8667,8667,Paid,Razorpay (Online)
2532,844,Term 3,8667,8667,Paid,Bank Transfer
2533,845,Term 1,8667,1976,Overdue,
2534,845,Term 2,8667,847,Overdue,
2535,845,Term 3,8667,195,Overdue,
2536,846,Term 1,8667,8667,Paid,Razorpay (Online)
2537,846,Term 2,8667,1046,Overdue,
2538,846,Term 3,8667,3347,Overdue,
2539,847,Term 1,8667,8667,Paid,Cash
2540,847,Term 2,8667,822,Overdue,
2541,847,Term 3,8667,8667,Paid,Cash
2542,848,Term 1,8667,8667,Paid,Razorpay (Online)
2543,848,Term 2,8667,8667,Paid,Razorpay (Online)
2544,848,Term 3,8667,8667,Paid,Bank Transfer
2545,849,Term 1,8667,8667,Paid,Bank Transfer
2546,849,Term 2,8667,8667,Paid,Razorpay (Online)
2547,849,Term 3,8667,0,Pending,
2548,850,Term 1,8667,0,Pending,
2549,850,Term 2,8667,8667,Paid,Razorpay (Online)
2550,850,Term 3,8667,8667,Paid,Razorpay (Online)
2551,851,Term 1,8667,8667,Paid,Razorpay (Online)
2552,851,Term 2,8667,0,Pending,
2553,851,Term 3,8667,8667,Paid,Razorpay (Online)
2554,852,Term 1,8667,8667,Paid,Razorpay (Online)
2555,852,Term 2,8667,8667,Paid,Bank Transfer
2556,852,Term 3,8667,8667,Paid,Bank Transfer
2557,853,Term 1,8667,0,Pending,
2558,853,Term 2,8667,0,Pending,
2559,853,Term 3,8667,8667,Paid,Razorpay (Online)
2560,854,Term 1,8667,4084,Overdue,
2561,854,Term 2,8667,8667,Paid,Razorpay (Online)
2562,854,Term 3,8667,8667,Paid,Razorpay (Online)
2563,855,Term 1,8667,8667,Paid,Razorpay (Online)
2564,855,Term 2,8667,8667,Paid,Razorpay (Online)
2565,855,Term 3,8667,0,Pending,
2566,856,Term 1,8667,8667,Paid,Razorpay (Online)
2567,856,Term 2,8667,8667,Paid,Razorpay (Online)
2568,856,Term 3,8667,8667,Paid,Cash
2569,857,Term 1,8667,8667,Paid,Razorpay (Online)
2570,857,Term 2,8667,8667,Paid,Razorpay (Online)
2571,857,Term 3,8667,8667,Paid,Bank Transfer
2572,858,Term 1,8667,8667,Paid,Cash
2573,858,Term 2,8667,8667,Paid,Razorpay (Online)
2574,858,Term 3,8667,8667,Paid,Cash
2575,859,Term 1,8667,44,Overdue,
2576,859,Term 2,8667,8667,Paid,Razorpay (Online)
2577,859,Term 3,8667,8667,Paid,Cash
2578,860,Term 1,8667,8667,Paid,Bank Transfer
2579,860,Term 2,8667,8667,Paid,Razorpay (Online)
2580,860,Term 3,8667,8667,Paid,Bank Transfer
2581,861,Term 1,8667,8667,Paid,Cash
2582,861,Term 2,8667,8667,Paid,Bank Transfer
2583,861,Term 3,8667,0,Pending,
2584,862,Term 1,8667,4146,Overdue,
2585,862,Term 2,8667,231,Overdue,
2586,862,Term 3,8667,8667,Paid,Razorpay (Online)
2587,863,Term 1,8667,1466,Overdue,
2588,863,Term 2,8667,257,Overdue,
2589,863,Term 3,8667,8667,Paid,Razorpay (Online)
2590,864,Term 1,8667,8667,Paid,Razorpay (Online)
2591,864,Term 2,8667,0,Pending,
2592,864,Term 3,8667,0,Pending,
2593,865,Term 1,8667,8667,Paid,Razorpay (Online)
2594,865,Term 2,8667,8667,Paid,Bank Transfer
2595,865,Term 3,8667,8667,Paid,Razorpay (Online)
2596,866,Term 1,8667,8667,Paid,Razorpay (Online)
2597,866,Term 2,8667,8667,Paid,Cash
2598,866,Term 3,8667,0,Pending,
2599,867,Term 1,8667,8667,Paid,Razorpay (Online)
2600,867,Term 2,8667,8667,Paid,Bank Transfer
2601,867,Term 3,8667,8667,Paid,Razorpay (Online)
2602,868,Term 1,8667,8667,Paid,Cash
2603,868,Term 2,8667,0,Pending,
2604,868,Term 3,8667,8667,Paid,Razorpay (Online)
2605,869,Term 1,8667,0,Pending,
2606,869,Term 2,8667,0,Pending,
2607,869,Term 3,8667,8667,Paid,Cash
2608,870,Term 1,8667,8667,Paid,Bank Transfer
2609,870,Term 2,8667,8667,Paid,Razorpay (Online)
2610,870,Term 3,8667,8667,Paid,Razorpay (Online)
2611,871,Term 1,8667,8667,Paid,Bank Transfer
2612,871,Term 2,8667,1232,Overdue,
2613,871,Term 3,8667,8667,Paid,Cash
2614,872,Term 1,8667,0,Pending,
2615,872,Term 2,8667,8667,Paid,Razorpay (Online)
2616,872,Term 3,8667,8667,Paid,Cash
2617,873,Term 1,8667,0,Pending,
2618,873,Term 2,8667,8667,Paid,Razorpay (Online)
2619,873,Term 3,8667,8667,Paid,Cash
2620,874,Term 1,8667,0,Pending,
2621,874,Term 2,8667,8667,Paid,Razorpay (Online)
2622,874,Term 3,8667,8667,Paid,Razorpay (Online)
2623,875,Term 1,8667,8667,Paid,Razorpay (Online)
2624,875,Term 2,8667,1514,Overdue,
2625,875,Term 3,8667,8667,Paid,Cash
2626,876,Term 1,8667,0,Pending,
2627,876,Term 2,8667,8667,Paid,Bank Transfer
2628,876,Term 3,8667,8667,Paid,Bank Transfer
2629,877,Term 1,8667,8667,Paid,Cash
2630,877,Term 2,8667,8667,Paid,Cash
2631,877,Term 3,8667,8667,Paid,Bank Transfer
2632,878,Term 1,8667,8667,Paid,Cash
2633,878,Term 2,8667,8667,Paid,Bank Transfer
2634,878,Term 3,8667,8667,Paid,Razorpay (Online)
2635,879,Term 1,8667,8667,Paid,Cash
2636,879,Term 2,8667,0,Pending,
2637,879,Term 3,8667,8667,Paid,Cash
2638,880,Term 1,8667,8667,Paid,Bank Transfer
2639,880,Term 2,8667,0,Pending,
2640,880,Term 3,8667,8667,Paid,Razorpay (Online)
2641,881,Term 1,8667,0,Pending,
2642,881,Term 2,8667,8667,Paid,Razorpay (Online)
2643,881,Term 3,8667,3646,Overdue,
2644,882,Term 1,8667,0,Pending,
2645,882,Term 2,8667,8667,Paid,Razorpay (Online)
2646,882,Term 3,8667,8667,Paid,Cash
2647,883,Term 1,8667,8667,Paid,Bank Transfer
2648,883,Term 2,8667,483,Overdue,
2649,883,Term 3,8667,8667,Paid,Razorpay (Online)
2650,884,Term 1,8667,8667,Paid,Razorpay (Online)
2651,884,Term 2,8667,874,Overdue,
2652,884,Term 3,8667,8667,Paid,Cash
2653,885,Term 1,8667,1173,Overdue,
2654,885,Term 2,8667,8667,Paid,Razorpay (Online)
2655,885,Term 3,8667,8667,Paid,Razorpay (Online)
2656,886,Term 1,8667,8667,Paid,Cash
2657,886,Term 2,8667,8667,Paid,Razorpay (Online)
2658,886,Term 3,8667,8667,Paid,Razorpay (Online)
2659,887,Term 1,8667,8667,Paid,Cash
2660,887,Term 2,8667,0,Pending,
2661,887,Term 3,8667,8667,Paid,Razorpay (Online)
2662,888,Term 1,8667,8667,Paid,Razorpay (Online)
2663,888,Term 2,8667,8667,Paid,Razorpay (Online)
2664,888,Term 3,8667,8667,Paid,Razorpay (Online)
2665,889,Term 1,8667,8667,Paid,Razorpay (Online)
2666,889,Term 2,8667,8667,Paid,Bank Transfer
2667,889,Term 3,8667,8667,Paid,Cash
2668,890,Term 1,8667,8667,Paid,Razorpay (Online)
2669,890,Term 2,8667,1920,Overdue,
2670,890,Term 3,8667,8667,Paid,Cash
2671,891,Term 1,8667,0,Pending,
2672,891,Term 2,8667,0,Pending,
2673,891,Term 3,8667,8667,Paid,Razorpay (Online)
2674,892,Term 1,8667,8667,Paid,Razorpay (Online)
2675,892,Term 2,8667,8667,Paid,Cash
2676,892,Term 3,8667,0,Pending,
2677,893,Term 1,8667,8667,Paid,Razorpay (Online)
2678,893,Term 2,8667,8667,Paid,Razorpay (Online)
2679,893,Term 3,8667,3785,Overdue,
2680,894,Term 1,8667,8667,Paid,Cash
2681,894,Term 2,8667,0,Pending,
2682,894,Term 3,8667,21,Overdue,
2683,895,Term 1,8667,8667,Paid,Razorpay (Online)
2684,895,Term 2,8667,8667,Paid,Bank Transfer
2685,895,Term 3,8667,8667,Paid,Razorpay (Online)
2686,896,Term 1,8667,8667,Paid,Razorpay (Online)
2687,896,Term 2,8667,0,Pending,
2688,896,Term 3,8667,8667,Paid,Razorpay (Online)
2689,897,Term 1,8667,8667,Paid,Razorpay (Online)
2690,897,Term 2,8667,0,Pending,
2691,897,Term 3,8667,3085,Overdue,
2692,898,Term 1,8667,8667,Paid,Razorpay (Online)
2693,898,Term 2,8667,8667,Paid,Cash
2694,898,Term 3,8667,13,Overdue,
2695,899,Term 1,8667,8667,Paid,Razorpay (Online)
2696,899,Term 2,8667,0,Pending,
2697,899,Term 3,8667,8667,Paid,Razorpay (Online)
2698,900,Term 1,8667,8667,Paid,Razorpay (Online)
2699,900,Term 2,8667,3931,Overdue,
2700,900,Term 3,8667,8667,Paid,Razorpay (Online)
